,name,price,os,graphics,display,ram,rom,warranty,rating,core,intel_core
362,Lenovo Legion Slim 7 16IRH8 82Y3007QIN Gaming Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,94,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"16 inches, 3200 x 2000 pixels",16 GB DDR5 RAM,1 TB SSD,1 Year Warranty,89,"14 Cores (6P + 8E), 20 Threads",13th Gen Intel Core i9 13900H
363,Lenovo Legion Slim 5 16APH8 82Y9008MIN Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,36,124",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,83,"Octa Core, 16 Threads",7th Gen AMD Ryzen 7 7840HS
364,Acer Aspire 5 A515-58M NX.KHFSI.003 Gaming Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR5 RAM,512 GB SSD,1 Year Warranty,,"5 Cores (1P + 4E), 6 Threads",13th Gen Intel Core i3 1305U
365,Tecno Megabook T1 Laptop (11th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home),"₹52,990",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB LPDDR4 RAM,1 TB SSD,1 Year Warranty,67,"Quad Core, 8 Threads",11th Gen Intel Core i7 1165G7
366,Asus Vivobook 15 X1502ZA-EJ993WS Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11),"₹40,990",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
367,Asus Vivobook 15 X1504ZA-NJ542WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹51,390",Windows 11 OS,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
368,HP Pavilion 15-eg3018TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹76,900",Windows 11 OS,Intel Integrated Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4- RAM,1 TB SSD,1 Year Warranty,,"10 Cores (2P + 8E), 12 Threads",13th Gen Intel Core i5 1335U
369,Lenovo IdeaPad 3 82H803HRIN Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹56,990",Windows 11 OS,Integrated Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,60,"Quad Core, 8 Threads",11th Gen Intel Core i7 1165G7
370,Asus Vivobook Pro 15 M6500QC-HN751WS Laptop (AMD Ryzen 7 5800HS/ 16 GB RAM/ 1 TB SSD/ Win 11/ 4 GB Graphics),"₹73,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,1 TB SSD,1 Year Warranty,64,"Octa Core, 16 Threads",5th Gen AMD Ryzen 7 5800HS
371,Lenovo IdeaPad Slim 5i 83BG000DIN Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11),"₹58,990",Windows 11 OS,Intel UHD Graphics,"16 inches, 1920 x 1200 pixels",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
372,Gigabyte G5 MF-F2IN313SH Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹71,990",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",16 GB  RAM,512 GB SSD,2 Year Warranty,67,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
373,Dell Inspiron 3520 IN3520KTMFJS1ORGR1 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,999",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
374,Asus TUF Gaming F15 90NR0GW1-M00F00 Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹99,990",Windows 11  OS,4 GB ‎NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,1 TB SSD,1 Year Warranty,64,20 Threads,12th Gen Intel Core i7 12700H 
375,Lenovo IdeaPad 1 15IGL7 82V700BSIN Laptop (Celeron N4020/ 8GB/ 256GB SSD/ Win11 Home),"₹26,990",Windows 10 OS,Intel Integrated UHD,"15.6 inches, 1366 x 768 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",4th Gen Intel Celeron N4020
376,Asus Chromebook CX1400CKA-EK0257 Laptop (Celeron N4500/ 4GB/ 64GB eMMC/ Chrome OS),"₹14,990",Chrome OS,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",4 GB LPDDR4X RAM,64 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",Intel Celeron N4500
377,HP 255 G8 7J035AA Laptop (Ryzen 5-5500U/ 8GB/ 256GB SSD/ Win11),"₹33,999",Windows 11  OS,AMD Radeon ,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5  5500U
378,Lenovo IdeaPad Slim 5 16IAH8 83BG000PIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹61,990",Windows 11 OS,Intel UHD Graphics,"16 inches, 1920 x 1200 pixels",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,63,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
379,Lenovo IdeaPad Slim 5 14IAH8 83BF000UIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹59,990",Windows 11 OS,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
380,Lenovo IdeaPad Slim 3 82XQ008UIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11 Home),"₹48,990",Windows 11 OS,AMD Radeon 610M Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",7th Gen AMD Ryzen 5 7520U
381,Asus Vivobook 16X K3605ZC-MBN541WS Laptop (12th Gen Core i5/ 16 GB RAM/ 512 GB SSD/ Win 11/ 4 GB Graphics),"₹75,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"16 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,66,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
382,HP Victus 15-fa0187TX Gaming Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 4GB Graph),"₹93,000",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,1 TB SSD,1 Year Warranty,76,"10 Cores (6P + 4E), 16 Threads",12th Gen Intel Core i7 12650H
383,Asus Vivobook Go 14 2023 E1404FA-NK327WS Laptop (Ryzen 3 7320U / 8GB/ 512GB SSD/ Win11 Home),"₹32,990",Windows 11 OS,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",8 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",7th Gen AMD Ryzen 3 7320U
384,HP Omen 16-xf0043AX Gaming Laptop (AMD Ryzen 9 7940HS/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,06,681",Windows 11 OS,8 GB NVIDIA GeForce RTX 4070,"16.1 inches, 2560 x 1440 pixels",32 GB DDR5 RAM,1 TB SSD,1 Year Warranty,78,"Octa Core, 16 Threads",7th Gen AMD Ryzen 9 7940HS
385,Dell Vostro 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹36,490",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
386,Wings Nuvobook Pro Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹41,990",Windows 11 OS,Intel Graphics,"14 inches, 1080 x 1920 pixels",16 GB LPDDR4 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",11th Gen Intel Core i7 1165G7
387,Wings Nuvobook S1 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹26,990",Windows 11 OS,Intel Graphics,"15.6 inches, 1080 x 1920 pixels",8 GB LPDDR4 RAM,256 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",11th Gen Intel Core i3 1125G4
388,MSI Stealth 16 Mercedes AMG A13VG-264IN Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win11/ 8GB Graph),"₹2,69,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4070,"16 inches, 3840 x 2400 pixels",32 GB DDR5 RAM,2 TB SSD,2 Year Warranty,,"14 Cores (6P + 8E), 20 Threads",13th Gen Intel Core i9 13900H
389,MSI Stealth 16 Mercedes AMG A13VF-265IN Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,49,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"16 inches, 3840 x 2400 pixels",32 GB DDR5 RAM,1 TB SSD,2 Year Warranty,,"14 Cores (6P + 8E), 20 Threads",13th Gen Intel Core i9 13900H
390,Infinix INBook X3 Slim Series XL422 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win 11 Home),"₹49,990",Windows 11 OS,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels",16 GB LPDDR4X RAM,512 GB SSD,1 Year Warranty,,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i7 1255U
391,Dell Inspiron 3520 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹38,740",Windows 11 OS,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
392,Lenovo IdeaPad Slim 5 16IRL8 82XF003JIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹85,990",Windows 11 OS,Integrated Intel Iris Xe Graphics,"16 inches, 1920 x 1080 pixels",16 GB  LPDDR5 RAM,512 GB SSD,1 Year Warranty,64,"14 Cores (6P + 8E), 20 Threads",13th Gen Intel Core i7 13700H
393,Dell Vostro 3430 VN3430RHXFG001ORB1 Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),"₹60,490",Windows 11 OS,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,63,"10 Cores (2P + 8E), 12 Threads",13th Gen Intel Core i5 1335U
394,HP Pavilion 15-eg3017TU Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11 Home),"₹74,990",Windows 11 OS,Intel Integrated Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,1 TB SSD,1 Year Warranty,63,"10 Cores (2P + 8E), 12 Threads",13th Gen Intel Core i5 1335U
395,MSI Thin GF63 11SC-1494IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹46,990",Windows 11 OS,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,2 Year Warranty,65,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11260H
396,Lenovo IdeaPad Slim 5 16IRL8 82XF003FIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹69,990",Windows 11 OS,Integrated Intel Iris Xe Graphics,"16 inches, 1920 x 1080 pixels",16 GB  LPDDR5 RAM,512 GB SSD,1 Year Warranty,62,"12 Cores (4P + 8E), 16 Threads",13th Gen Intel Core i5 13500H
397,MSI Thin GF63 11SC-1493IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹50,990",Windows 11 OS,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,2 Year Warranty,70,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11260H
398,MSI Thin GF63 11UCX-1496IN Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹50,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,2 Year Warranty,71,"Hexa Core, 12 Threads",11th Gen Intel Core i5 11260H
399,MSI Pulse 17 B13VGK-666IN Gaming Laptop (13th Gen Core i7/ 8GB/ 1TB SSD/ Win11 Home/ 8GB Graph),"₹1,28,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"17.3 inches, 2560 x 1440 pixels",8 GB DDR5 RAM,1 TB SSD,2 Year Warranty,76,"14 Cores (6P + 8E), 20 Threads",13th Gen Intel Core i7 13700H
400,Lenovo Ideapad Slim 3 15ITL05 81X800N1IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹37,380",Windows 11 OS,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
401,Asus VivoBook 14 2023 X1404ZA-NK321WS Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹37,588",Windows 11 OS,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
402,Lenovo IdeaPad Slim 3 82XQ008VIN Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11),"₹42,990",Windows 11 OS,AMD Integrated SoC,"15.6 inches, 1920 x 1080 pixels",16 GB  LPDDR5 RAM,512 GB SSD,1 Year Warranty,,"Quad Core, 8 Threads",7th Gen AMD Ryzen 5 7520U
403,HP Omen 16-wd0770TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹1,01,800",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"16.1 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,72,"Octa Core (4P + 4E), 12 Threads",13th Gen Intel Core i5 13420H
404,Acer Predator 16 NH.QLUSI.005 Laptop (13th Gen Core i9/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹1,69,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"16 inches, 2560 x 1600 pixels",16 GB DDR5 RAM,1 TB SSD,1 Year Warranty,79,"24 Cores (8P + 16E), 32 Threads",13th Gen Intel Core i9 13900HX
405,HP Victus 15-fa0188TX Gaming Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹84,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,75,"10 Cores (6P + 4E), 16 Threads",12th Gen Intel Core i7 12650H
406,HP Victus 15-fb0134AX Gaming Laptop (AMD Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹53,990",Windows 11 OS,4 GB AMD Radeon RX 6500M Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,70,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5 5600H
407,Lenovo IdeaPad Slim 5 82XD003PIN Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹66,990",Windows 11 OS,Integrated Intel Iris Xe Graphics,"14 inches, 1920 x 1200 pixels",16 GB  LPDDR5 RAM,512 GB SSD,2 Year Warranty,60,"Octa Core (4P + 4E), 12 Threads",13th Gen Intel Core i5 13420H
408,Asus Zenbook Flip 14 OLED UP5401ZA-KU741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home),"₹89,990",Windows 11 OS,Intel Integrated Iris Xe,"14 inches, 3840 x 2400 pixels, Touch Screen",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,75,"14 Cores (6P + 8E), 20 Threads",12th Gen Intel Core i7 12700H
409,Lenovo LOQ 15IRH8 82XV00F6IN 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹91,490",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,71,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
410,Lenovo LOQ 15APH8 82XT004JIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹99,990",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,73,"Octa Core, 16 Threads",7th Gen AMD Ryzen 7 7840HS
411,Asus Vivobook 15 X1502ZA-EJ545WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹50,990",Windows 11 OS,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,64,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
412,Lenovo LOQ 15APH8 82XT009CIN 2023 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,09,990",Windows 11 OS,8 GB NVIDIA GeForce RTX 4060,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,75,"Octa Core, 16 Threads",7th Gen AMD Ryzen 7 7840HS
413,Acer Nitro 5 AN515-58 NH.QFHSI.008 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹65,999",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,65,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
414,Jio JioBook NB1112MM BLU 2023 Netbook Laptop (Octa Core/ 4GB/ 64GB eMMC/ JioOS),"₹14,499",1 Year Warranty,Arm Mali-G72 MP3,"11.6 inches, 1366 x 768 pixels",4 GB ‎LPDDR4 RAM,64 GB Hard Disk,,,Octa Core, Mediatek  MT8788
415,Lenovo IdeaPad Slim 5i 82XF003DIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹85,888",Windows 11 OS,Integrated Intel Iris Xe Graphics,"16 inches, 1920 x 1200 pixels",16 GB  LPDDR5 RAM,512 GB SSD,2 Year Warranty,63,"14 Cores (6P + 8E), 20 Threads",13th Gen Intel Core i7 13700H
416,Dell Alienware M18 R1 2023 Gaming Laptop (13th Gen Core i9/ 64GB/ 1TB SSD/ Win 11/ 16GB Graph),"₹4,50,039",Windows 11 OS,16 GB NVIDIA GeForce RTX 4090,"18 inches, 3200 x 1800 pixels",64 GB LPDDR5 RAM,1 TB SSD,1 Year Warranty,83,"24 Cores (8P + 16E), 32 Threads",13th Gen Intel Core i9 13980HX
417,Asus Zenbook 14X OLED 2023 UX5401ZA-KM541WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹79,990",Windows 11 OS,Intel Iris Xe,"14 inches, 2880 x 1800 pixels",16 GB  RAM,512 GB SSD,1 Year Warranty,65,"12 Cores (4P + 8E), 16 Threads",12th Gen Intel Core i5 12500H 
418,Acer Aspire 5 15 A515-58M Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),"₹56,990",Windows 11 OS,4 GB NVIDIA GeForce RTX2050,"15.6 inches, 1920 x 1080 pixels",16 GB LPDDR5 RAM,512 GB SSD,1 Year Warranty,60,"10 Cores (2P + 8E), 12 Threads",13th Gen Intel Core i5 1335U
419,Asus Vivobook 16X 2023 K3605ZF-MBN543WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹70,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"16 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,72,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
420,HP 15s-fy5004TU Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹42,990",Windows 11 OS,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
421,Lenovo IdeaPad Slim 3i 82RK00LXIN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹51,990",Windows 11 OS,Integrated Intel IrisXe Graphics,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
422,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹1,14,990",Windows 11 OS,8 GB NVIDIA Geforce RTX 4060,"16 inches, 1920 x 1200 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,76,"10 Cores (6P + 4E), 16 Threads",12th Gen Intel Core i7 12650H
423,Walker NU14A1 Laptop (Celeron N4020/ 4GB/ 128GB SSD / Win11 Home),"₹13,990",Windows 11 OS,Intel Integrated UHD Graphics,"14.1 inches, 1920 x 1080 pixels",4 GB DDR4 RAM,128 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",Intel Celeron  N4020
424,HP Omen 16-wd0880TX Gaming Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 6GB Graph),"₹98,490",Windows 11 OS,6 GB NVIDIA GeForce RTX 4050,"16.1 inches, 2560 x 1440 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,70,"Octa Core (4P + 4E), 12 Threads",13th Gen Intel Core i5 13420H
425,Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹62,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,65,"Hexa Core, 12 Threads",5th Gen AMD Ryzen 5 5600H
426,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),"₹29,490",Windows 10 OS,Intel Integrated UHD,"14 inches, 1366 x 768 pixels",8 GB DDR4 RAM,256 GB SSD,1 Year Warranty,,"Dual Core, 2 Threads",4th Gen Intel Celeron N4020
427,Lenovo IdeaPad Gaming 3 82K101L7IN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,900",Windows 11 OS,4 GB NVIDIA GTX 1650,"15.6 inches, 1920 x 1080 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,70,"Quad Core, 8 Threads",11th Gen Intel Core i5 11320H
428,Asus Vivobook 14X K3405ZFB-KM541WS Laptop (12th Gen Core i5 /16GB/512GB SSD/Win11),"₹76,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"14 inches, 2880 x 1800 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,72,"Octa Core (4P + 4E), 12 Threads",12th Gen Intel Core i5 12450H
429,HP Pavilion Plus ‎14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),"₹1,07,763",Windows 11 OS,Intel Integrated Iris Xe,"14 inches, 2880 x 1800 pixels",16 GB DDR4 RAM,512 GB SSD,1 Year Warranty,71,"14 Cores (6P + 8E), 20 Threads",13th Gen Intel Core i7 13700H
430,Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),"₹58,990",Windows 11 OS,Intel UHD Graphics,"14 inches, 1920 x 1200 pixels, Touch Screen",8 GB LPDDR5 RAM,1 TB SSD,1 Year Warranty,,"Hexa Core (2P + 4E), 8 Threads",13th Gen Intel Core i3 1315U
431,Dell Vostro 15 3510 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹36,990","15.6 inches, 1920 x 1080 pixels",256 GB SSD,Intel UHD Graphics,8 GB DDR4 RAM,1 TB Hard Disk,Windows 11  OS,60,"Dual Core, 4 Threads",11th Gen Intel Core i3 1115G4
432,Lenovo Thinkbook 15 21DJ00EXIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹53,990",Windows 11 OS,Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,66,"10 Cores (2P + 8E), 12 Threads",12th Gen Intel Core i5 1235U
433,Lenovo Ideapad Gaming 3 82SB00NXIN Laptop (AMD Ryzen 5 7535HS/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹66,990",Windows 11 OS,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",16 GB DDR5 RAM,512 GB SSD,1 Year Warranty,69,"Hexa Core, 12 Threads",7th Gen AMD Ryzen 5 7535HS
434,Lenovo Ideapad Flex 5i 14IAU7 82R70067IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹49,990",Windows 11 OS,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels, Touch Screen",8 GB LPDDR4 RAM,512 GB SSD,1 Year Warranty,64,"Hexa Core (2P + 4E), 8 Threads",12th Gen Intel Core i3 1215U
435,HP 14-gr0000TU Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹44,999",Windows 11 OS,Intel UHD Graphics,"14 inches, 1920 x 1080 pixels",8 GB DDR4 RAM,512 GB SSD,1 Year Warranty,,"Hexa Core (2P + 4E), 8 Threads",13th Gen Intel Core i3 1315U
